timestamp,curah_hujan_mm_per_jam,ketinggian_muka_air_meter,debit_air_m3_per_detik
2025-11-02 09:30:00,0.0,1.6,5.49
2025-11-02 09:40:00,0.0,1.6,5.04
2025-11-02 09:50:00,0.0,1.6,5.36
2025-11-02 10:00:00,0.0,1.6,5.35
2025-11-02 10:10:00,0.0,1.6,5.12
2025-11-02 10:20:00,0.0,1.6,5.49
2025-11-02 10:30:00,0.0,1.6,5.4
2025-11-02 10:40:00,0.0,1.6,5.16
2025-11-02 10:50:00,0.0,1.6,5.29
2025-11-02 11:00:00,0.0,1.6,5.24
2025-11-02 11:10:00,0.0,1.6,5.51
2025-11-02 11:20:00,0.0,1.6,5.18
2025-11-02 11:30:00,0.0,1.6,5.16
2025-11-02 11:40:00,0.0,1.6,5.2
2025-11-02 11:50:00,0.0,1.6,5.37
2025-11-02 12:00:00,0.0,1.6,5.22
2025-11-02 12:10:00,0.0,1.61,5.48
2025-11-02 12:20:00,0.0,1.61,5.33
2025-11-02 12:30:00,0.0,1.61,5.52
2025-11-02 12:40:00,0.0,1.61,5.23
2025-11-02 12:50:00,0.0,1.61,5.38
2025-11-02 13:00:00,0.0,1.61,5.08
2025-11-02 13:10:00,0.0,1.6,5.21
2025-11-02 13:20:00,0.0,1.61,5.28
2025-11-02 13:30:00,0.0,1.61,5.1
2025-11-02 13:40:00,0.0,1.6,5.5
2025-11-02 13:50:00,0.0,1.61,5.08
2025-11-02 14:00:00,0.0,1.6,5.34
2025-11-02 14:10:00,0.0,1.6,5.08
2025-11-02 14:20:00,0.0,1.6,5.27
2025-11-02 14:30:00,0.0,1.6,5.33
2025-11-02 14:40:00,0.0,1.59,5.4
2025-11-02 14:50:00,0.0,1.59,5.37
2025-11-02 15:00:00,0.0,1.59,5.16
2025-11-02 15:10:00,0.0,1.59,5.09
2025-11-02 15:20:00,0.0,1.58,5.07
2025-11-02 15:30:00,0.0,1.58,5.23
2025-11-02 15:40:00,0.0,1.59,5.49
2025-11-02 15:50:00,0.0,1.59,5.45
2025-11-02 16:00:00,0.0,1.59,5.14
2025-11-02 16:10:00,0.0,1.59,5.33
2025-11-02 16:20:00,0.0,1.59,5.1
2025-11-02 16:30:00,0.0,1.59,5.24
2025-11-02 16:40:00,0.0,1.6,5.38
2025-11-02 16:50:00,0.0,1.59,5.22
2025-11-02 17:00:00,0.0,1.59,5.11
2025-11-02 17:10:00,0.0,1.59,5.28
2025-11-02 17:20:00,0.0,1.59,5.42
2025-11-02 17:30:00,0.0,1.59,5.22
2025-11-02 17:40:00,0.0,1.59,5.34
2025-11-02 17:50:00,0.0,1.59,5.29
2025-11-02 18:00:00,0.0,1.59,5.3
2025-11-02 18:10:00,0.0,1.59,5.17
2025-11-02 18:20:00,0.0,1.59,5.46
2025-11-02 18:30:00,0.0,1.59,5.32
2025-11-02 18:40:00,0.0,1.59,5.14
2025-11-02 18:50:00,0.0,1.59,5.2
2025-11-02 19:00:00,0.0,1.59,5.45
2025-11-02 19:10:00,0.0,1.59,5.11
2025-11-02 19:20:00,0.0,1.59,5.52
2025-11-02 19:30:00,0.0,1.59,5.27
2025-11-02 19:40:00,0.0,1.59,5.08
2025-11-02 19:50:00,0.0,1.59,5.07
2025-11-02 20:00:00,0.0,1.59,5.52
2025-11-02 20:10:00,0.0,1.59,5.19
2025-11-02 20:20:00,0.0,1.6,5.42
2025-11-02 20:30:00,0.0,1.6,5.05
2025-11-02 20:40:00,0.0,1.6,5.45
2025-11-02 20:50:00,0.0,1.6,5.52
2025-11-02 21:00:00,0.0,1.6,5.12
2025-11-02 21:10:00,0.0,1.6,5.1
2025-11-02 21:20:00,0.0,1.6,5.04
2025-11-02 21:30:00,0.0,1.6,5.3
2025-11-02 21:40:00,0.0,1.59,5.42
2025-11-02 21:50:00,0.0,1.6,5.19
2025-11-02 22:00:00,0.0,1.6,5.15
2025-11-02 22:10:00,0.0,1.6,5.3
2025-11-02 22:20:00,0.0,1.6,5.27
2025-11-02 22:30:00,0.0,1.6,5.27
2025-11-02 22:40:00,0.0,1.6,5.1
2025-11-02 22:50:00,0.0,1.6,5.07
2025-11-02 23:00:00,0.0,1.6,5.34
2025-11-02 23:10:00,0.0,1.6,5.04
2025-11-02 23:20:00,0.0,1.6,5.05
2025-11-02 23:30:00,0.0,1.59,5.23
2025-11-02 23:40:00,0.0,1.6,5.04
2025-11-02 23:50:00,0.0,1.6,5.36
2025-11-03 00:00:00,0.0,1.6,5.15
2025-11-03 00:10:00,0.0,1.6,5.44
2025-11-03 00:20:00,0.0,1.6,5.45
2025-11-03 00:30:00,0.0,1.6,5.41
2025-11-03 00:40:00,0.0,1.6,5.06
2025-11-03 00:50:00,0.0,1.6,5.11
2025-11-03 01:00:00,0.0,1.6,5.39
2025-11-03 01:10:00,0.0,1.6,5.18
2025-11-03 01:20:00,0.0,1.6,5.48
2025-11-03 01:30:00,0.0,1.6,5.19
2025-11-03 01:40:00,0.0,1.6,5.11
2025-11-03 01:50:00,0.0,1.6,5.37
2025-11-03 02:00:00,0.0,1.59,5.38
2025-11-03 02:10:00,0.0,1.59,5.46
2025-11-03 02:20:00,0.0,1.59,5.45
2025-11-03 02:30:00,0.0,1.59,5.32
2025-11-03 02:40:00,0.0,1.6,5.39
2025-11-03 02:50:00,0.0,1.6,5.2
2025-11-03 03:00:00,0.0,1.6,5.16
2025-11-03 03:10:00,0.0,1.6,5.52
2025-11-03 03:20:00,0.0,1.6,5.34
2025-11-03 03:30:00,0.0,1.6,5.21
2025-11-03 03:40:00,0.0,1.6,5.03
2025-11-03 03:50:00,0.0,1.6,5.02
2025-11-03 04:00:00,0.0,1.6,5.03
2025-11-03 04:10:00,0.0,1.61,5.09
2025-11-03 04:20:00,0.0,1.61,5.51
2025-11-03 04:30:00,0.0,1.61,5.38
2025-11-03 04:40:00,0.0,1.62,5.25
2025-11-03 04:50:00,0.0,1.62,5.42
2025-11-03 05:00:00,0.0,1.62,5.38
2025-11-03 05:10:00,0.0,1.62,5.11
2025-11-03 05:20:00,0.0,1.61,5.25
2025-11-03 05:30:00,0.0,1.62,5.05
2025-11-03 05:40:00,0.0,1.62,5.25
2025-11-03 05:50:00,0.0,1.61,5.16
2025-11-03 06:00:00,0.0,1.61,5.32
2025-11-03 06:10:00,0.0,1.62,5.08
2025-11-03 06:20:00,0.0,1.62,5.39
2025-11-03 06:30:00,0.0,1.62,5.14
2025-11-03 06:40:00,0.0,1.61,5.07
2025-11-03 06:50:00,0.0,1.62,5.19
2025-11-03 07:00:00,0.0,1.61,5.46
2025-11-03 07:10:00,0.0,1.62,5.31
2025-11-03 07:20:00,0.0,1.62,5.41
2025-11-03 07:30:00,0.0,1.62,5.13
2025-11-03 07:40:00,0.0,1.62,5.52
2025-11-03 07:50:00,0.0,1.62,5.45
2025-11-03 08:00:00,0.0,1.62,5.4
2025-11-03 08:10:00,0.0,1.61,5.21
2025-11-03 08:20:00,0.0,1.62,5.34
2025-11-03 08:30:00,0.0,1.62,5.32
2025-11-03 08:40:00,0.0,1.62,5.09
2025-11-03 08:50:00,0.0,1.62,5.22
2025-11-03 09:00:00,0.0,1.62,5.42
2025-11-03 09:10:00,0.0,1.62,5.21
2025-11-03 09:20:00,0.0,1.62,5.39
2025-11-03 09:30:00,0.0,1.62,5.52
2025-11-03 09:40:00,0.0,1.61,5.21
2025-11-03 09:50:00,0.0,1.61,5.52
2025-11-03 10:00:00,0.0,1.6,5.16
2025-11-03 10:10:00,0.0,1.6,5.12
2025-11-03 10:20:00,0.0,1.6,5.22
2025-11-03 10:30:00,0.0,1.6,5.22
2025-11-03 10:40:00,0.0,1.6,5.13
2025-11-03 10:50:00,0.0,1.6,5.04
2025-11-03 11:00:00,0.0,1.61,5.17
2025-11-03 11:10:00,0.0,1.6,5.26
2025-11-03 11:20:00,0.0,1.61,5.03
2025-11-03 11:30:00,0.0,1.61,5.48
2025-11-03 11:40:00,0.0,1.6,5.34
2025-11-03 11:50:00,0.0,1.6,5.06
2025-11-03 12:00:00,0.0,1.6,5.07
2025-11-03 12:10:00,0.0,1.61,5.46
2025-11-03 12:20:00,0.0,1.6,5.13
2025-11-03 12:30:00,0.0,1.6,5.43
2025-11-03 12:40:00,0.0,1.6,5.26
2025-11-03 12:50:00,0.0,1.61,5.33
2025-11-03 13:00:00,0.0,1.61,5.51
2025-11-03 13:10:00,0.0,1.6,5.34
2025-11-03 13:20:00,0.0,1.6,5.5
2025-11-03 13:30:00,0.0,1.6,5.5
2025-11-03 13:40:00,0.0,1.6,5.3
2025-11-03 13:50:00,0.0,1.6,5.1
2025-11-03 14:00:00,0.0,1.6,5.11
2025-11-03 14:10:00,0.0,1.6,5.25
2025-11-03 14:20:00,0.0,1.6,5.24
2025-11-03 14:30:00,0.0,1.59,5.45
2025-11-03 14:40:00,0.0,1.6,5.44
2025-11-03 14:50:00,0.0,1.6,5.17
2025-11-03 15:00:00,0.0,1.6,5.33
2025-11-03 15:10:00,0.0,1.6,5.24
2025-11-03 15:20:00,0.0,1.6,5.4
2025-11-03 15:30:00,0.0,1.6,5.29
2025-11-03 15:40:00,0.0,1.6,5.03
2025-11-03 15:50:00,0.0,1.6,5.48
2025-11-03 16:00:00,0.0,1.59,5.23
2025-11-03 16:10:00,0.0,1.6,5.16
2025-11-03 16:20:00,0.0,1.59,5.07
2025-11-03 16:30:00,0.0,1.6,5.45
2025-11-03 16:40:00,0.0,1.6,5.09
2025-11-03 16:50:00,0.0,1.6,5.26
2025-11-03 17:00:00,0.0,1.61,5.37
2025-11-03 17:10:00,0.0,1.6,5.51
2025-11-03 17:20:00,0.0,1.61,5.24
2025-11-03 17:30:00,0.0,1.61,5.19
2025-11-03 17:40:00,0.0,1.61,5.4
2025-11-03 17:50:00,0.0,1.61,5.39
2025-11-03 18:00:00,0.0,1.61,5.35
2025-11-03 18:10:00,0.0,1.61,5.39
2025-11-03 18:20:00,0.0,1.62,5.39
2025-11-03 18:30:00,0.0,1.62,5.48
2025-11-03 18:40:00,0.0,1.62,5.12
2025-11-03 18:50:00,0.0,1.62,5.28
2025-11-03 19:00:00,0.0,1.62,5.22
2025-11-03 19:10:00,0.0,1.62,5.34
2025-11-03 19:20:00,0.0,1.62,5.08
2025-11-03 19:30:00,0.0,1.62,5.52
2025-11-03 19:40:00,0.0,1.62,5.26
2025-11-03 19:50:00,0.0,1.62,5.33
2025-11-03 20:00:00,0.0,1.62,5.15
2025-11-03 20:10:00,0.0,1.62,5.38
2025-11-03 20:20:00,0.0,1.61,5.15
2025-11-03 20:30:00,0.0,1.61,5.31
2025-11-03 20:40:00,0.0,1.61,5.35
2025-11-03 20:50:00,0.0,1.61,5.15
2025-11-03 21:00:00,0.0,1.61,5.1
2025-11-03 21:10:00,0.0,1.62,5.11
2025-11-03 21:20:00,0.0,1.62,5.08
2025-11-03 21:30:00,0.0,1.62,5.43
2025-11-03 21:40:00,0.0,1.62,5.14
2025-11-03 21:50:00,0.0,1.62,5.41
2025-11-03 22:00:00,0.0,1.62,5.46
2025-11-03 22:10:00,0.0,1.61,5.29
2025-11-03 22:20:00,0.0,1.61,5.12
2025-11-03 22:30:00,0.0,1.61,5.39
2025-11-03 22:40:00,0.0,1.61,5.29
2025-11-03 22:50:00,0.0,1.61,5.11
2025-11-03 23:00:00,0.0,1.61,5.45
2025-11-03 23:10:00,0.0,1.61,5.17
2025-11-03 23:20:00,0.0,1.61,5.18
2025-11-03 23:30:00,0.0,1.61,5.32
2025-11-03 23:40:00,0.0,1.61,5.25
2025-11-03 23:50:00,0.0,1.6,5.23
2025-11-04 00:00:00,0.0,1.6,5.52
2025-11-04 00:10:00,0.0,1.61,5.38
2025-11-04 00:20:00,0.0,1.6,5.42
2025-11-04 00:30:00,0.0,1.6,5.12
2025-11-04 00:40:00,0.0,1.61,5.12
2025-11-04 00:50:00,0.0,1.6,5.21
2025-11-04 01:00:00,0.0,1.6,5.09
2025-11-04 01:10:00,0.0,1.6,5.42
2025-11-04 01:20:00,0.0,1.6,5.12
2025-11-04 01:30:00,0.0,1.6,5.29
2025-11-04 01:40:00,0.0,1.6,5.11
2025-11-04 01:50:00,0.0,1.61,5.28
2025-11-04 02:00:00,0.0,1.61,5.19
2025-11-04 02:10:00,0.0,1.61,5.28
2025-11-04 02:20:00,0.0,1.61,5.11
2025-11-04 02:30:00,0.0,1.61,5.06
2025-11-04 02:40:00,0.0,1.61,5.04
2025-11-04 02:50:00,0.0,1.61,5.33
2025-11-04 03:00:00,0.0,1.61,5.33
2025-11-04 03:10:00,0.0,1.61,5.36
2025-11-04 03:20:00,0.0,1.61,5.22
2025-11-04 03:30:00,0.0,1.61,5.42
2025-11-04 03:40:00,0.0,1.6,5.09
2025-11-04 03:50:00,0.0,1.61,5.5
2025-11-04 04:00:00,0.0,1.61,5.49
2025-11-04 04:10:00,0.0,1.61,5.5
2025-11-04 04:20:00,0.0,1.61,5.24
2025-11-04 04:30:00,0.0,1.61,5.27
2025-11-04 04:40:00,0.0,1.61,5.33
2025-11-04 04:50:00,0.0,1.61,5.07
2025-11-04 05:00:00,0.0,1.6,5.47
2025-11-04 05:10:00,0.0,1.6,5.37
2025-11-04 05:20:00,0.0,1.6,5.06
2025-11-04 05:30:00,0.0,1.6,5.49
2025-11-04 05:40:00,0.0,1.6,5.32
2025-11-04 05:50:00,0.0,1.61,5.18
2025-11-04 06:00:00,0.0,1.61,5.47
2025-11-04 06:10:00,0.0,1.61,5.13
2025-11-04 06:20:00,0.0,1.61,5.52
2025-11-04 06:30:00,0.0,1.61,5.34
2025-11-04 06:40:00,0.0,1.61,5.16
2025-11-04 06:50:00,0.0,1.61,5.12
2025-11-04 07:00:00,0.0,1.6,5.04
2025-11-04 07:10:00,0.0,1.61,5.23
2025-11-04 07:20:00,0.0,1.6,5.08
2025-11-04 07:30:00,0.0,1.6,5.48
2025-11-04 07:40:00,0.0,1.6,5.41
2025-11-04 07:50:00,0.0,1.6,5.07
2025-11-04 08:00:00,0.0,1.61,5.52
2025-11-04 08:10:00,0.0,1.6,5.26
2025-11-04 08:20:00,0.0,1.61,5.12
2025-11-04 08:30:00,0.0,1.61,5.26
2025-11-04 08:40:00,0.0,1.6,5.28
2025-11-04 08:50:00,0.0,1.6,5.28
2025-11-04 09:00:00,0.0,1.6,5.51
2025-11-04 09:10:00,0.0,1.6,5.24
2025-11-04 09:20:00,0.0,1.6,5.29
2025-11-04 09:30:00,0.0,1.61,5.25
2025-11-04 09:40:00,0.0,1.6,5.1
2025-11-04 09:50:00,0.0,1.6,5.38
2025-11-04 10:00:00,0.0,1.61,5.06
2025-11-04 10:10:00,0.0,1.6,5.25
2025-11-04 10:20:00,0.0,1.6,5.24
2025-11-04 10:30:00,0.0,1.6,5.13
2025-11-04 10:40:00,0.0,1.6,5.19
2025-11-04 10:50:00,0.0,1.6,5.42
2025-11-04 11:00:00,0.0,1.6,5.43
2025-11-04 11:10:00,0.0,1.6,5.27
2025-11-04 11:20:00,0.0,1.6,5.14
2025-11-04 11:30:00,0.0,1.6,5.34
2025-11-04 11:40:00,0.0,1.61,5.27
2025-11-04 11:50:00,0.0,1.61,5.4
2025-11-04 12:00:00,0.0,1.62,5.51
2025-11-04 12:10:00,0.0,1.62,5.19
2025-11-04 12:20:00,0.0,1.62,5.47
2025-11-04 12:30:00,0.0,1.62,5.27
2025-11-04 12:40:00,0.0,1.61,5.11
2025-11-04 12:50:00,0.0,1.62,5.48
2025-11-04 13:00:00,0.0,1.62,5.27
2025-11-04 13:10:00,0.0,1.62,5.38
2025-11-04 13:20:00,0.0,1.62,5.49
2025-11-04 13:30:00,0.0,1.62,5.47
2025-11-04 13:40:00,0.0,1.62,5.24
2025-11-04 13:50:00,0.0,1.62,5.21
2025-11-04 14:00:00,0.0,1.61,5.38
2025-11-04 14:10:00,0.0,1.61,5.34
2025-11-04 14:20:00,0.0,1.61,5.1
2025-11-04 14:30:00,0.0,1.61,5.44
2025-11-04 14:40:00,0.0,1.61,5.44
2025-11-04 14:50:00,0.0,1.61,5.32
2025-11-04 15:00:00,0.0,1.61,5.04
2025-11-04 15:10:00,0.0,1.62,5.31
2025-11-04 15:20:00,0.0,1.62,5.33
2025-11-04 15:30:00,0.0,1.62,5.1
2025-11-04 15:40:00,0.0,1.62,5.3
2025-11-04 15:50:00,0.0,1.61,5.48
2025-11-04 16:00:00,0.0,1.61,5.13
2025-11-04 16:10:00,0.0,1.61,5.16
2025-11-04 16:20:00,0.0,1.61,5.31
2025-11-04 16:30:00,0.0,1.61,5.16
2025-11-04 16:40:00,0.0,1.6,5.45
2025-11-04 16:50:00,0.0,1.6,5.4
2025-11-04 17:00:00,0.0,1.6,5.41
2025-11-04 17:10:00,0.0,1.6,5.12
2025-11-04 17:20:00,0.0,1.6,5.38
2025-11-04 17:30:00,0.0,1.61,5.11
2025-11-04 17:40:00,0.0,1.61,5.29
2025-11-04 17:50:00,0.0,1.61,5.17
2025-11-04 18:00:00,0.0,1.61,5.28
2025-11-04 18:10:00,0.0,1.61,5.48
2025-11-04 18:20:00,0.0,1.61,5.03
2025-11-04 18:30:00,0.0,1.6,5.36
2025-11-04 18:40:00,0.0,1.6,5.18
2025-11-04 18:50:00,0.0,1.61,5.43
2025-11-04 19:00:00,0.0,1.61,5.07
2025-11-04 19:10:00,0.0,1.61,5.39
2025-11-04 19:20:00,0.0,1.6,5.2
2025-11-04 19:30:00,0.0,1.61,5.17
2025-11-04 19:40:00,0.0,1.6,5.37
2025-11-04 19:50:00,0.0,1.6,5.08
2025-11-04 20:00:00,0.0,1.61,5.3
2025-11-04 20:10:00,0.0,1.6,5.05
2025-11-04 20:20:00,0.0,1.61,5.22
2025-11-04 20:30:00,0.0,1.61,5.49
